Client,Warehouse,Product,2023-10-09,2023-10-16,2023-10-23,2023-10-30,2023-11-06,2023-11-13,2023-11-20,2023-11-27,2023-12-04,2023-12-11,2023-12-18,2023-12-25,2024-01-01
0,1,367,6.812853781904822,6.947571338819855,7.082288895734888,7.217006452649921,7.351724009564954,7.486441566479987,7.62115912339502,7.7558766803100525,7.890594237225086,8.02531179414012,8.160029351055153,8.294746907970184,8.429464464885218
0,1,639,6.836373172879888,7.0652993436921445,7.2942255145044,7.523151685316655,7.752077856128912,7.981004026941167,8.209930197753422,8.438856368565679,8.667782539377935,8.89670871019019,9.125634881002446,9.354561051814702,9.583487222626957
0,1,655,14.738028426651411,14.738028426651411,14.738028426651411,14.738028426651411,14.738028426651411,14.738028426651411,14.738028426651411,14.738028426651411,14.738028426651411,14.738028426651411,14.738028426651411,14.738028426651411,14.738028426651411
0,1,1149,9.158830128781396,9.158830128781396,9.158830128781396,9.158830128781396,9.158830128781396,9.158830128781396,9.158830128781396,9.158830128781396,9.158830128781396,9.158830128781396,9.158830128781396,9.158830128781396,9.158830128781396
0,1,1485,7.6457161170098455,7.6457161170098455,7.6457161170098455,7.6457161170098455,7.6457161170098455,7.6457161170098455,7.6457161170098455,7.6457161170098455,7.6457161170098455,7.6457161170098455,7.6457161170098455,7.6457161170098455,7.6457161170098455
0,1,1965,5.94173090238272,5.94173090238272,5.94173090238272,5.94173090238272,5.94173090238272,5.94173090238272,5.94173090238272,5.94173090238272,5.94173090238272,5.94173090238272,5.94173090238272,5.94173090238272,5.94173090238272
0,1,1969,4.069571295487319,4.069571295487319,4.069571295487319,4.069571295487319,4.069571295487319,4.069571295487319,4.069571295487319,4.069571295487319,4.069571295487319,4.069571295487319,4.069571295487319,4.069571295487319,4.069571295487319
0,1,3179,4.136644605076299,4.136644605076299,4.136644605076299,4.136644605076299,4.136644605076299,4.136644605076299,4.136644605076299,4.136644605076299,4.136644605076299,4.136644605076299,4.136644605076299,4.136644605076299,4.136644605076299
0,1,3234,2.8988656957744707,2.8988656957744707,2.8988656957744707,2.8988656957744707,2.8988656957744707,2.8988656957744707,2.8988656957744707,2.8988656957744707,2.8988656957744707,2.8988656957744707,2.8988656957744707,2.8988656957744707,2.8988656957744707
0,1,3463,2.5248579507407136,2.5248579507407136,2.5248579507407136,2.5248579507407136,2.5248579507407136,2.5248579507407136,2.5248579507407136,2.5248579507407136,2.5248579507407136,2.5248579507407136,2.5248579507407136,2.5248579507407136,2.5248579507407136
0,1,3515,1.6697998186536915,1.6697998186536915,1.6697998186536915,1.6697998186536915,1.6697998186536915,1.6697998186536915,1.6697998186536915,1.6697998186536915,1.6697998186536915,1.6697998186536915,1.6697998186536915,1.6697998186536915,1.6697998186536915
0,1,4337,2.3047007169465434,2.3047007169465434,2.3047007169465434,2.3047007169465434,2.3047007169465434,2.3047007169465434,2.3047007169465434,2.3047007169465434,2.3047007169465434,2.3047007169465434,2.3047007169465434,2.3047007169465434,2.3047007169465434
0,1,4431,5.738388071622426,5.738388071622426,5.738388071622426,5.738388071622426,5.738388071622426,5.738388071622426,5.738388071622426,5.738388071622426,5.738388071622426,5.738388071622426,5.738388071622426,5.738388071622426,5.738388071622426
0,1,5317,3.641822580839175,3.641822580839175,3.641822580839175,3.641822580839175,3.641822580839175,3.641822580839175,3.641822580839175,3.641822580839175,3.641822580839175,3.641822580839175,3.641822580839175,3.641822580839175,3.641822580839175
0,1,5604,11.133374936059315,11.133374936059315,11.133374936059315,11.133374936059315,11.133374936059315,11.133374936059315,11.133374936059315,11.133374936059315,11.133374936059315,11.133374936059315,11.133374936059315,11.133374936059315,11.133374936059315
0,1,5619,10.59369750820628,10.59369750820628,10.59369750820628,10.59369750820628,10.59369750820628,10.59369750820628,10.59369750820628,10.59369750820628,10.59369750820628,10.59369750820628,10.59369750820628,10.59369750820628,10.59369750820628
0,1,5657,6.326407936447641,6.326407936447641,6.326407936447641,6.326407936447641,6.326407936447641,6.326407936447641,6.326407936447641,6.326407936447641,6.326407936447641,6.326407936447641,6.326407936447641,6.326407936447641,6.326407936447641
0,1,5871,6.748648353307924,6.748648353307924,6.748648353307924,6.748648353307924,6.748648353307924,6.748648353307924,6.748648353307924,6.748648353307924,6.748648353307924,6.748648353307924,6.748648353307924,6.748648353307924,6.748648353307924
0,1,6341,5.296964490465546,5.296964490465546,5.296964490465546,5.296964490465546,5.296964490465546,5.296964490465546,5.296964490465546,5.296964490465546,5.296964490465546,5.296964490465546,5.296964490465546,5.296964490465546,5.296964490465546
0,1,6898,3.6317857322417315,3.6317857322417315,3.6317857322417315,3.6317857322417315,3.6317857322417315,3.6317857322417315,3.6317857322417315,3.6317857322417315,3.6317857322417315,3.6317857322417315,3.6317857322417315,3.6317857322417315,3.6317857322417315
0,1,7022,2.2546259326899496,2.2546259326899496,2.2546259326899496,2.2546259326899496,2.2546259326899496,2.2546259326899496,2.2546259326899496,2.2546259326899496,2.2546259326899496,2.2546259326899496,2.2546259326899496,2.2546259326899496,2.2546259326899496
0,1,7186,4.285315783334676,4.285315783334676,4.285315783334676,4.285315783334676,4.285315783334676,4.285315783334676,4.285315783334676,4.285315783334676,4.285315783334676,4.285315783334676,4.285315783334676,4.285315783334676,4.285315783334676
0,1,7457,3.482972378346468,3.482972378346468,3.482972378346468,3.482972378346468,3.482972378346468,3.482972378346468,3.482972378346468,3.482972378346468,3.482972378346468,3.482972378346468,3.482972378346468,3.482972378346468,3.482972378346468
0,1,7469,2.999756151272041,2.999756151272041,2.999756151272041,2.999756151272041,2.999756151272041,2.999756151272041,2.999756151272041,2.999756151272041,2.999756151272041,2.999756151272041,2.999756151272041,2.999756151272041,2.999756151272041
0,1,7661,6.088551160406972,6.088551160406972,6.088551160406972,6.088551160406972,6.088551160406972,6.088551160406972,6.088551160406972,6.088551160406972,6.088551160406972,6.088551160406972,6.088551160406972,6.088551160406972,6.088551160406972
0,1,7984,3.7763872725473635,3.7763872725473635,3.7763872725473635,3.7763872725473635,3.7763872725473635,3.7763872725473635,3.7763872725473635,3.7763872725473635,3.7763872725473635,3.7763872725473635,3.7763872725473635,3.7763872725473635,3.7763872725473635
0,1,8011,12.795324496045481,12.795324496045481,12.795324496045481,12.795324496045481,12.795324496045481,12.795324496045481,12.795324496045481,12.795324496045481,12.795324496045481,12.795324496045481,12.795324496045481,12.795324496045481,12.795324496045481
0,1,8157,8.400253764575067,8.400253764575067,8.400253764575067,8.400253764575067,8.400253764575067,8.400253764575067,8.400253764575067,8.400253764575067,8.400253764575067,8.400253764575067,8.400253764575067,8.400253764575067,8.400253764575067
0,1,8264,7.335354620227251,7.335354620227251,7.335354620227251,7.335354620227251,7.335354620227251,7.335354620227251,7.335354620227251,7.335354620227251,7.335354620227251,7.335354620227251,7.335354620227251,7.335354620227251,7.335354620227251
