Client,Warehouse,Product,2023-10-09,2023-10-16,2023-10-23,2023-10-30,2023-11-06,2023-11-13,2023-11-20,2023-11-27,2023-12-04,2023-12-11,2023-12-18,2023-12-25,2024-01-01
0,1,367,0.0,0.23480080340597254,0.6249337671286859,2.0262805301091484,0.06134579572457355,0.006249710397842723,1.8432905043165517,0.8087682527179973,1.7431553667074764,0.0,0.7262408395033971,0.0,0.4396601958182824
0,1,639,8.89798765674422,10.248749514622004,9.209588344461986,16.2127246241047,9.139880396926447,9.096493631489738,10.454540231313945,14.643030152990548,6.62797107244884,6.1835663731226775,7.1971706833655915,3.438922346494212,8.812723707679126
0,1,655,7.6994620103898574,4.241995603574768,6.072140692665002,18.913295170346665,2.368770882018363,0.0,6.088774735538549,4.404500383938686,2.5990607512387216,1.7585258680288187,2.7909466564780265,0.0,0.03530891774308742
0,1,1149,0.4692825106120473,0.0,0.0,0.0,0.6955860841842437,0.6200790857146345,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,1485,2.635667511111483,2.7370425744067948,2.8371122290006134,2.928053603543183,3.0219566460718497,3.125728263651767,3.2312667299095255,3.3001242747097206,3.329258357424089,3.3913667828213976,3.485460136344133,3.5688250465499247,3.891375660864995
0,1,1965,10.470904785182817,12.766078540073476,10.248029814719745,19.8593375755884,12.09181429374172,14.326027896742582,15.45319829556539,16.404461147491144,13.470145647914947,15.503505382200235,9.574052897987022,4.567035726076524,8.52008142483329
0,1,1969,1.0413941006546836,0.13413177237358487,1.7816348283107235,3.437595229205094,0.4735144649933867,0.38235116740732633,2.230786385344673,5.745496463015476,1.4814425236174655,0.07134909046258309,0.4657999389007528,0.0,0.09716564481331491
0,1,3179,1.7169990448266121,0.8146674007508765,1.6919583389770927,2.1951985186092697,0.774285511811561,1.1799055287533196,1.1180380223127697,2.5244264826881326,1.095819450460235,1.5700963962818526,1.005186326473872,1.3849224656632595,4.7435656296403135
0,1,3234,0.0,0.0,0.0,0.314850080513824,0.0,0.0,0.0,0.05249187427442842,0.014263266328899876,0.0,0.0,0.0,0.20376262161642233
0,1,3463,0.0,0.0,0.0,3.138303943919592,0.0,0.0,1.4266398737733834,0.0,0.8352511103434426,0.0,0.0,0.0,1.7243312140967963
0,1,3515,0.0,0.0,0.0,0.5829828013493998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,4337,2.2999765442794597,1.7278818414047534,2.1339071137091685,6.497496087293838,2.594720496012921,2.0282433174646655,2.4346379359600165,4.242941393579047,4.229861216800592,1.4178864861933207,1.9392805010683594,0.32232730883389826,0.9270034795867321
0,1,4431,7.056254847189248,3.514594935263773,3.330446746456058,9.321897934527227,7.813139074245188,9.140714879713759,4.618018139863744,1.7108574621131032,0.04405399946013677,0.2013321094372431,4.701182672740052,0.0,6.680652027885803
0,1,5317,0.0,0.0,0.0,0.39133858748093003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,5604,0.31590719543513257,0.33742197901433796,0.3588862373794592,0.3804288151194354,0.4017449723680385,0.42333447275478003,0.44469081337865474,0.4662120855703935,0.48768487225467855,0.5091607947858249,0.5305461024161786,0.552073964661278,0.5735099987869563
0,1,5619,6.19710294719086,7.41206735601437,4.894471655541931,8.146536356986633,3.7653517801903087,4.5710333623988975,1.972525081664497,1.4262640306600436,0.9249627145370383,1.89065500205785,1.3195850616937825,0.0,2.0051896615180653
0,1,5657,0.0,0.0,0.0,4.120371559814651,3.20178323854001,2.219214905838813,4.727683001931399,0.0,0.0,0.0,0.0,0.0,0.0
0,1,5871,4.099283780366177,4.98696825678206,3.449128096538344,8.20211101911304,5.232795394629227,4.205115172854948,5.565972529564565,5.073694540480574,5.135759492132686,5.7039452673109405,3.3384341759768867,1.5891390980367937,6.473686175083179
0,1,6341,0.0,0.0,0.0,2.3611643305370498,0.0,4.231264442352778,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,6898,1.1308892763425549,1.5151604422823426,1.915852356194566,6.1992000164810666,1.362234265300199,0.0,3.6554775726803466,6.033434927476282,1.8994286739844655,0.5164002750363483,2.3289825091166714,0.0,0.8100442010777045
0,1,7022,0.0,0.2552274752274035,2.119531094442946,0.40332801925142037,0.0,0.0,0.6594139875838948,0.12031629624610263,0.06922467414957545,0.0,0.9572275835405616,0.0,0.40466019083400895
0,1,7186,0.35664368450733086,2.357422744784978,0.6087934247618807,4.208140059589453,2.335146249884525,0.5930930345073606,0.9102326973763386,4.603893940691526,7.234668760227073,5.233000980178722,3.835685275227872,0.8401374853688783,2.211080876773371
0,1,7457,0.30355758234413344,0.21854596103366486,0.14957158466957332,1.0470599225962203,0.0,0.0,0.0,0.0,0.29066250487358697,0.0,3.514184196765036,0.0,1.092524344262157
0,1,7469,1.4395468728422496,1.4929170722919751,1.5522301632340094,1.5985993183343317,1.6396087860579254,1.688443204694979,1.7445213037878942,1.769618700927831,1.7913447848354844,1.8325191389592854,1.867666462075129,1.9185836323385503,2.0832407307843557
0,1,7661,16.401559764782213,22.037260594145863,19.8665578024209,11.381391874458362,18.49757519061532,23.527370427981452,17.559189956312995,11.249585325948786,15.009275241560394,20.796631227600237,17.293757273933917,8.336044846745896,15.021699261216806
0,1,7984,0.0,0.0,0.6980423229518807,0.0,0.0,0.0,0.43826208780868814,0.0,0.0,0.0,0.0,0.0,0.0
0,1,8011,16.885432125669738,19.252592695869048,19.439971796536025,23.699032647406185,14.593763227141668,16.45397895199343,20.213834564974853,23.21239357999201,19.787499698711443,14.189623213179926,21.982171075199496,7.468223247088819,18.57396072155618
0,1,8157,0.0,0.8364035941897596,0.0,0.24723872386648582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,8264,3.759614429430412,1.2995835029643021,1.6861856693877926,1.185220055194749,3.5672026603431655,1.1172936802632276,1.9726869189907945,0.991566430554359,2.406187486456893,3.8487530293089067,0.9369260682660567,0.9462647747380983,1.9834498032017507
0,1,8468,2.2068768492777453,2.2203964699906726,1.7582300199141307,2.1770890496022197,1.7171995334931525,1.7095078903793586,4.544816388537058,2.153872837842399,1.6430718095976153,3.6391487644638314,2.230377433389178,1.7730277539259398,2.0109335113219915
0,1,8587,1.081064430733064,1.0258782275145408,0.0,0.4628585178131855,0.4130308230573606,0.0,0.0,0.0,2.070405409913908,0.0,0.0,0.0,0.0
0,1,8869,2.3808144484338003,0.4265626942492422,1.783990808831691,5.5015306630734955,0.7888534176576567,0.0,2.071138690653171,0.5986274074155724,3.450305910067666,2.463212305500677,0.978680405071753,0.0,0.9682814459130235
0,1,10705,0.9521059052728049,1.777195481529613,2.685319731689452,1.6956082350889865,1.663738761140336,3.5163877666596974,3.442376460735971,2.4492401397778796,1.4735815082109145,5.6393592431266715,0.49328267622517874,0.49209973351402536,2.138443169431088
0,1,11000,10.060102104843796,19.67205354333821,25.521049482670954,13.622771212150493,9.16141961487327,9.46581718484656,13.047644265932176,21.810127981008147,14.50937209845128,9.88367966539108,9.55426672020475,8.748949127942662,17.31630847785605
0,1,11015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,11526,0.08089615799317018,0.44202341686277213,2.2698275379624753,7.010913600116746,3.129379623229047,4.061818897274591,4.896523898914888,1.504013853523734,1.4786279600593815,0.026128165541595916,2.861882660585554,0.0,1.6743983279088457
0,1,11552,0.38373809769697215,0.4075634020193682,0.43122609316743776,0.4555392602769996,0.478859946885086,0.5025849933119837,0.5264006300422603,0.5499966259771486,0.5739277360625069,0.5976957346648427,0.6214936363028474,0.6451186060638312,0.6690205926157747
0,1,11983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,12171,0.0,0.0,0.0,0.4041560093939924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28115371540720924
0,1,12298,0.336268804365123,0.3372617374825533,0.32966176817136117,0.31826529443554,0.3194276642090237,0.3243295827915452,0.3267652995006199,0.30898419660856086,0.29510415981029275,0.30405207122504935,0.31207434679465307,0.31027596553459064,0.3639084588693225
0,1,14160,3.435057004405218,3.429787459609969,3.5651464749160104,11.367086071996791,19.754369248794447,11.082169750068175,11.228614591503451,11.774689786266737,9.953530330934104,12.814422921992287,6.637592127470698,4.337841835025994,11.355877414678703
